TODO,LOC,TODO/LOC,FILE
21,1213,1.73%,<a href="https://github.com/SerenityOS/serenity/blob/master/Kernel/Memory/MemoryManager.cpp">Kernel/Memory/MemoryManager.cpp</a>
2,170,1.18%,<a href="https://github.com/SerenityOS/serenity/blob/master/Kernel/KSyms.cpp">Kernel/KSyms.cpp</a>
1,60,1.67%,<a href="https://github.com/SerenityOS/serenity/blob/master/Ports/serious-sam-classic/package.sh">Ports/serious-sam-classic/package.sh</a>
1,82,1.22%,<a href="https://github.com/SerenityOS/serenity/blob/master/Ports/ncurses/package.sh">Ports/ncurses/package.sh</a>
1,46,2.17%,<a href="https://github.com/SerenityOS/serenity/blob/master/Ports/devilutionX/package.sh">Ports/devilutionX/package.sh</a>
1,32,3.12%,<a href="https://github.com/SerenityOS/serenity/blob/master/Ports/glib/package.sh">Ports/glib/package.sh</a>
1,44,2.27%,<a href="https://github.com/SerenityOS/serenity/blob/master/Ports/jakt/package.sh">Ports/jakt/package.sh</a>
1,15,6.67%,<a href="https://github.com/SerenityOS/serenity/blob/master/Ports/libvorbis/package.sh">Ports/libvorbis/package.sh</a>
1,18,5.56%,<a href="https://github.com/SerenityOS/serenity/blob/master/Ports/acpica-tools/package.sh">Ports/acpica-tools/package.sh</a>
1,34,2.94%,<a href="https://github.com/SerenityOS/serenity/blob/master/Ports/wayland/package.sh">Ports/wayland/package.sh</a>
1,37,2.70%,<a href="https://github.com/SerenityOS/serenity/blob/master/Ports/lite-xl/package.sh">Ports/lite-xl/package.sh</a>
2,18,11.11%,<a href="https://github.com/SerenityOS/serenity/blob/master/Ports/pkgconf/package.sh">Ports/pkgconf/package.sh</a>
1,387,0.26%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibC/TestStrtodAccuracy.cpp">Tests/LibC/TestStrtodAccuracy.cpp</a>
1,96,1.04%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibC/TestFenv.cpp">Tests/LibC/TestFenv.cpp</a>
1,437,0.23%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibC/TestWchar.cpp">Tests/LibC/TestWchar.cpp</a>
2,303,0.66%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibC/TestMath.cpp">Tests/LibC/TestMath.cpp</a>
1,85,1.18%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibC/TestMkDir.cpp">Tests/LibC/TestMkDir.cpp</a>
1,52,1.92%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibAudio/TestFLACSpec.cpp">Tests/LibAudio/TestFLACSpec.cpp</a>
1,44,2.27%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibAudio/TestPlaybackStream.cpp">Tests/LibAudio/TestPlaybackStream.cpp</a>
1,55,1.82%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibThreading/TestThread.cpp">Tests/LibThreading/TestThread.cpp</a>
1,315,0.32%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/AK/TestCircularBuffer.cpp">Tests/AK/TestCircularBuffer.cpp</a>
1,251,0.40%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/AK/TestFixedPoint.cpp">Tests/AK/TestFixedPoint.cpp</a>
2,342,0.58%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/AK/TestFormat.cpp">Tests/AK/TestFormat.cpp</a>
7,73,9.59%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/AK/TestFixedArray.cpp">Tests/AK/TestFixedArray.cpp</a>
1,75,1.33%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/AK/TestByteBuffer.cpp">Tests/AK/TestByteBuffer.cpp</a>
1,508,0.20%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/AK/TestJSON.cpp">Tests/AK/TestJSON.cpp</a>
1,29,3.45%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/AK/TestAKMath.cpp">Tests/AK/TestAKMath.cpp</a>
1,534,0.19%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/AK/TestFloatingPointParsing.cpp">Tests/AK/TestFloatingPointParsing.cpp</a>
1,349,0.29%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/AK/TestChecked.cpp">Tests/AK/TestChecked.cpp</a>
2,550,0.36%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/AK/TestDuration.cpp">Tests/AK/TestDuration.cpp</a>
1,255,0.39%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/AK/TestDistinctNumeric.cpp">Tests/AK/TestDistinctNumeric.cpp</a>
2,366,0.55%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibWasm/test-wasm.cpp">Tests/LibWasm/test-wasm.cpp</a>
1,19,5.26%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibWeb/Layout/input/grid/template-lines-and-areas.html">Tests/LibWeb/Layout/input/grid/template-lines-and-areas.html</a>
1,90,1.11%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibWeb/Ref/reference/css-color-functions-ref.html">Tests/LibWeb/Ref/reference/css-color-functions-ref.html</a>
1,34,2.94%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibWeb/Text/data/navigation-navigate-iframe.html">Tests/LibWeb/Text/data/navigation-navigate-iframe.html</a>
3,52,5.77%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibWeb/Text/input/Streams/ReadableStreamBYOBReader-read-min.html">Tests/LibWeb/Text/input/Streams/ReadableStreamBYOBReader-read-min.html</a>
1,31,3.23%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibWeb/Text/input/HTML/cross-origin-window-properties.html">Tests/LibWeb/Text/input/HTML/cross-origin-window-properties.html</a>
2,9,22.22%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibWeb/Text/input/HTML/Window-named-properties-iframe.html">Tests/LibWeb/Text/input/HTML/Window-named-properties-iframe.html</a>
1,19,5.26%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibWeb/Text/input/HTML/Window-set-properties.html">Tests/LibWeb/Text/input/HTML/Window-set-properties.html</a>
1,17,5.88%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibWeb/Text/input/HTML/HTMLObjectElement-contentWindow.html">Tests/LibWeb/Text/input/HTML/HTMLObjectElement-contentWindow.html</a>
3,35,8.57%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibWeb/Text/input/HTML/Window-named-properties-elements.html">Tests/LibWeb/Text/input/HTML/Window-named-properties-elements.html</a>
1,72,1.39%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibWeb/Text/input/HTML/iframe-reload-on-src-or-srcdoc-change.html">Tests/LibWeb/Text/input/HTML/iframe-reload-on-src-or-srcdoc-change.html</a>
3,93,3.23%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibWeb/Text/input/Wasm/WebAssembly-instantiate.html">Tests/LibWeb/Text/input/Wasm/WebAssembly-instantiate.html</a>
4,17,23.53%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibWeb/Text/input/css/attr-serialization.html">Tests/LibWeb/Text/input/css/attr-serialization.html</a>
2,41,4.88%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibWeb/Text/input/css/FontFaceSet-setlike.html">Tests/LibWeb/Text/input/css/FontFaceSet-setlike.html</a>
1,25,4.00%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibWeb/Text/input/css/FontFace-load-urls.html">Tests/LibWeb/Text/input/css/FontFace-load-urls.html</a>
1,46,2.17%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibWeb/Text/input/css/FontFace.html">Tests/LibWeb/Text/input/css/FontFace.html</a>
5,20,25.00%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibWeb/Text/input/css/constructed-style-sheets.html">Tests/LibWeb/Text/input/css/constructed-style-sheets.html</a>
1,42,2.38%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibWeb/Text/input/Crypto/SubtleCrypto-exportKey.html">Tests/LibWeb/Text/input/Crypto/SubtleCrypto-exportKey.html</a>
2,58,3.45%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibWeb/Text/input/Crypto/SubtleCrypto-generateKey.html">Tests/LibWeb/Text/input/Crypto/SubtleCrypto-generateKey.html</a>
2,20,10.00%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibWeb/Text/input/Messaging/Messaging-basic-channel.html">Tests/LibWeb/Text/input/Messaging/Messaging-basic-channel.html</a>
1,25,4.00%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibWeb/Text/input/WebAnimations/animation-methods/reverse.html">Tests/LibWeb/Text/input/WebAnimations/animation-methods/reverse.html</a>
1,15,6.67%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibWeb/Text/input/WebAnimations/transitions/parse-transition-calc-duration-delay.html">Tests/LibWeb/Text/input/WebAnimations/transitions/parse-transition-calc-duration-delay.html</a>
1,20,5.00%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibWeb/Text/input/request-animation-frame-order.html">Tests/LibWeb/Text/input/request-animation-frame-order.html</a>
1,71,1.41%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibWeb/Text/input/interpolation-longhand-properties.html">Tests/LibWeb/Text/input/interpolation-longhand-properties.html</a>
2,149,1.34%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibWeb/Text/input/select.html">Tests/LibWeb/Text/input/select.html</a>
1,82,1.22%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibWeb/Screenshot/svg-stroke-styles.html">Tests/LibWeb/Screenshot/svg-stroke-styles.html</a>
1,103,0.97%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibWeb/Screenshot/css-background-position.html">Tests/LibWeb/Screenshot/css-background-position.html</a>
1,67,1.49%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibWeb/Screenshot/css-backgrounds.html">Tests/LibWeb/Screenshot/css-backgrounds.html</a>
1,207,0.48%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibWeb/TestHTMLTokenizer.cpp">Tests/LibWeb/TestHTMLTokenizer.cpp</a>
3,484,0.62%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibSQL/TestSqlExpressionParser.cpp">Tests/LibSQL/TestSqlExpressionParser.cpp</a>
1,888,0.11%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibSQL/TestSqlStatementExecution.cpp">Tests/LibSQL/TestSqlStatementExecution.cpp</a>
1,204,0.49%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibSQL/TestSqlDatabase.cpp">Tests/LibSQL/TestSqlDatabase.cpp</a>
5,166,3.01%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibTest/TestGenerator.cpp">Tests/LibTest/TestGenerator.cpp</a>
1,163,0.61%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibTest/TestAsyncTestStreams.cpp">Tests/LibTest/TestAsyncTestStreams.cpp</a>
2,419,0.48%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibCrypto/TestAES.cpp">Tests/LibCrypto/TestAES.cpp</a>
1,34,2.94%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibShell/Tests/function.sh">Tests/LibShell/Tests/function.sh</a>
1,45,2.22%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibShell/Tests/if.sh">Tests/LibShell/Tests/if.sh</a>
1,31,3.23%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibShell/Tests/control-structure-as-command.sh">Tests/LibShell/Tests/control-structure-as-command.sh</a>
1,15,6.67%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibShell/Tests/builtin-redir.sh">Tests/LibShell/Tests/builtin-redir.sh</a>
1,148,0.68%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibLocale/TestDateTimeFormat.cpp">Tests/LibLocale/TestDateTimeFormat.cpp</a>
1,118,0.85%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/Kernel/kill-pidtid-confusion.cpp">Tests/Kernel/kill-pidtid-confusion.cpp</a>
3,74,4.05%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/Kernel/nanosleep-race-outbuf-munmap.cpp">Tests/Kernel/nanosleep-race-outbuf-munmap.cpp</a>
2,133,1.50%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/Kernel/fuzz-syscalls.cpp">Tests/Kernel/fuzz-syscalls.cpp</a>
2,80,2.50%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/Kernel/TestMemoryDeviceMmap.cpp">Tests/Kernel/TestMemoryDeviceMmap.cpp</a>
5,335,1.49%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/Kernel/crash.cpp">Tests/Kernel/crash.cpp</a>
1,54,1.85%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibTTF/TestCmap.cpp">Tests/LibTTF/TestCmap.cpp</a>
1,15,6.67%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/ClangPlugins/LibJSGCTests/gc_allocated_member_is_accessed.cpp">Tests/ClangPlugins/LibJSGCTests/gc_allocated_member_is_accessed.cpp</a>
1,502,0.20%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibEDID/TestEDID.cpp">Tests/LibEDID/TestEDID.cpp</a>
9,1632,0.55%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibCompress/TestXz.cpp">Tests/LibCompress/TestXz.cpp</a>
1,35,2.86%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibUnicode/TestIDNA.cpp">Tests/LibUnicode/TestIDNA.cpp</a>
1,157,0.64%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibCore/TestLibCoreSharedSingleProducerCircularQueue.cpp">Tests/LibCore/TestLibCoreSharedSingleProducerCircularQueue.cpp</a>
1,397,0.25%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibCore/TestLibCoreStream.cpp">Tests/LibCore/TestLibCoreStream.cpp</a>
3,1169,0.26%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibGfx/TestImageDecoder.cpp">Tests/LibGfx/TestImageDecoder.cpp</a>
1,46,2.17%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibGfx/TestScalingFunctions.cpp">Tests/LibGfx/TestScalingFunctions.cpp</a>
2,216,0.93%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibGfx/TestICCProfile.cpp">Tests/LibGfx/TestICCProfile.cpp</a>
1,35,2.86%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibELF/TLSUse.cpp">Tests/LibELF/TLSUse.cpp</a>
8,273,2.93%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibJS/test-test262.cpp">Tests/LibJS/test-test262.cpp</a>
7,672,1.04%,<a href="https://github.com/SerenityOS/serenity/blob/master/Tests/LibJS/test262-runner.cpp">Tests/LibJS/test262-runner.cpp</a>
2,431,0.46%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Demos/Mandelbrot/Mandelbrot.cpp">Userland/Demos/Mandelbrot/Mandelbrot.cpp</a>
2,58,3.45%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Demos/ModelGallery/GalleryWidget.cpp">Userland/Demos/ModelGallery/GalleryWidget.cpp</a>
15,256,5.86%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Demos/WidgetGallery/GalleryWidget.cpp">Userland/Demos/WidgetGallery/GalleryWidget.cpp</a>
5,168,2.98%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Demos/WidgetGallery/GalleryModels.h">Userland/Demos/WidgetGallery/GalleryModels.h</a>
7,65,10.77%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Demos/WidgetGallery/DemoWizardDialog.cpp">Userland/Demos/WidgetGallery/DemoWizardDialog.cpp</a>
1,92,1.09%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Demos/CatDog/main.cpp">Userland/Demos/CatDog/main.cpp</a>
1,93,1.08%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Demos/Gradient/Gradient.cpp">Userland/Demos/Gradient/Gradient.cpp</a>
6,100,6.00%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Demos/LibGfxScaleDemo/main.cpp">Userland/Demos/LibGfxScaleDemo/main.cpp</a>
3,175,1.71%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Demos/LibGfxDemo/main.cpp">Userland/Demos/LibGfxDemo/main.cpp</a>
4,514,0.78%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Games/Minesweeper/Field.cpp">Userland/Games/Minesweeper/Field.cpp</a>
5,814,0.61%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Games/Hearts/Game.cpp">Userland/Games/Hearts/Game.cpp</a>
1,76,1.32%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Games/Snake/Skins/ImageSkin.cpp">Userland/Games/Snake/Skins/ImageSkin.cpp</a>
3,308,0.97%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Games/Snake/Game.cpp">Userland/Games/Snake/Game.cpp</a>
3,140,2.14%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Games/Snake/main.cpp">Userland/Games/Snake/main.cpp</a>
1,277,0.36%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Games/MasterWord/WordGame.cpp">Userland/Games/MasterWord/WordGame.cpp</a>
1,125,0.80%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Games/MasterWord/main.cpp">Userland/Games/MasterWord/main.cpp</a>
15,593,2.53%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Games/Solitaire/Game.cpp">Userland/Games/Solitaire/Game.cpp</a>
6,217,2.76%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Games/Solitaire/main.cpp">Userland/Games/Solitaire/main.cpp</a>
3,58,5.17%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Games/TwentyFourtyEight/GameSizeDialog.cpp">Userland/Games/TwentyFourtyEight/GameSizeDialog.cpp</a>
2,225,0.89%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Games/TwentyFourtyEight/BoardView.cpp">Userland/Games/TwentyFourtyEight/BoardView.cpp</a>
4,185,2.16%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Games/TwentyFourtyEight/main.cpp">Userland/Games/TwentyFourtyEight/main.cpp</a>
1,169,0.59%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Games/GameOfLife/main.cpp">Userland/Games/GameOfLife/main.cpp</a>
3,167,1.80%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Games/Flood/main.cpp">Userland/Games/Flood/main.cpp</a>
2,130,1.54%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Games/FlappyBug/Game.cpp">Userland/Games/FlappyBug/Game.cpp</a>
1,154,0.65%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Games/FlappyBug/Game.h">Userland/Games/FlappyBug/Game.h</a>
3,574,0.52%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Games/BrickGame/BrickGame.cpp">Userland/Games/BrickGame/BrickGame.cpp</a>
9,375,2.40%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Games/Spider/Game.cpp">Userland/Games/Spider/Game.cpp</a>
4,249,1.61%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Games/Spider/main.cpp">Userland/Games/Spider/main.cpp</a>
5,83,6.02%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Games/Chess/Engine.cpp">Userland/Games/Chess/Engine.cpp</a>
1,211,0.47%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Games/Chess/main.cpp">Userland/Games/Chess/main.cpp</a>
7,844,0.83%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Games/Chess/ChessWidget.cpp">Userland/Games/Chess/ChessWidget.cpp</a>
2,39,5.13%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/DevTools/HackStudio/Dialogs/Git/GitCommitDialog.cpp">Userland/DevTools/HackStudio/Dialogs/Git/GitCommitDialog.cpp</a>
3,169,1.78%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/DevTools/HackStudio/Dialogs/NewProjectDialog.cpp">Userland/DevTools/HackStudio/Dialogs/NewProjectDialog.cpp</a>
5,26,19.23%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/DevTools/HackStudio/LanguageServers/Cpp/ConnectionFromClient.h">Userland/DevTools/HackStudio/LanguageServers/Cpp/ConnectionFromClient.h</a>
5,27,18.52%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/DevTools/HackStudio/LanguageServers/Shell/ConnectionFromClient.h">Userland/DevTools/HackStudio/LanguageServers/Shell/ConnectionFromClient.h</a>
1,134,0.75%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/DevTools/HackStudio/LanguageServers/FileDB.cpp">Userland/DevTools/HackStudio/LanguageServers/FileDB.cpp</a>
1,302,0.33%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/DevTools/HackStudio/Debugger/Debugger.cpp">Userland/DevTools/HackStudio/Debugger/Debugger.cpp</a>
4,116,3.45%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/DevTools/HackStudio/Debugger/RegistersModel.cpp">Userland/DevTools/HackStudio/Debugger/RegistersModel.cpp</a>
1,70,1.43%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/DevTools/HackStudio/Debugger/DisassemblyWidget.cpp">Userland/DevTools/HackStudio/Debugger/DisassemblyWidget.cpp</a>
1,36,2.78%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/DevTools/HackStudio/Debugger/VariablesModel.h">Userland/DevTools/HackStudio/Debugger/VariablesModel.h</a>
1,149,0.67%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/DevTools/HackStudio/Debugger/VariablesModel.cpp">Userland/DevTools/HackStudio/Debugger/VariablesModel.cpp</a>
4,198,2.02%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/DevTools/HackStudio/Git/DiffViewer.cpp">Userland/DevTools/HackStudio/Git/DiffViewer.cpp</a>
6,151,3.97%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/DevTools/HackStudio/Git/GitWidget.cpp">Userland/DevTools/HackStudio/Git/GitWidget.cpp</a>
8,233,3.43%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/DevTools/HackStudio/LanguageClient.cpp">Userland/DevTools/HackStudio/LanguageClient.cpp</a>
1,65,1.54%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/DevTools/HackStudio/Project.cpp">Userland/DevTools/HackStudio/Project.cpp</a>
7,25,28.00%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/DevTools/HackStudio/ToDoEntries.h">Userland/DevTools/HackStudio/ToDoEntries.h</a>
8,65,12.31%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/DevTools/HackStudio/ProjectDeclarations.cpp">Userland/DevTools/HackStudio/ProjectDeclarations.cpp</a>
10,32,31.25%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/DevTools/HackStudio/ToDoEntries.cpp">Userland/DevTools/HackStudio/ToDoEntries.cpp</a>
3,106,2.83%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/DevTools/HackStudio/AutoCompleteResponse.h">Userland/DevTools/HackStudio/AutoCompleteResponse.h</a>
14,97,14.43%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/DevTools/HackStudio/ToDoEntriesWidget.cpp">Userland/DevTools/HackStudio/ToDoEntriesWidget.cpp</a>
1,31,3.23%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/DevTools/HackStudio/GMLPreviewWidget.cpp">Userland/DevTools/HackStudio/GMLPreviewWidget.cpp</a>
20,1635,1.22%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/DevTools/HackStudio/HackStudioWidget.cpp">Userland/DevTools/HackStudio/HackStudioWidget.cpp</a>
3,138,2.17%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/DevTools/HackStudio/LanguageClient.h">Userland/DevTools/HackStudio/LanguageClient.h</a>
1,109,0.92%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/DevTools/HackStudio/Locator.cpp">Userland/DevTools/HackStudio/Locator.cpp</a>
4,115,3.48%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/DevTools/HackStudio/EditorWrapper.cpp">Userland/DevTools/HackStudio/EditorWrapper.cpp</a>
1,54,1.85%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/DevTools/HackStudio/ProjectFile.cpp">Userland/DevTools/HackStudio/ProjectFile.cpp</a>
3,231,1.30%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/DevTools/HackStudio/HackStudioWidget.h">Userland/DevTools/HackStudio/HackStudioWidget.h</a>
4,20,20.00%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/DevTools/HackStudio/ToDoEntriesWidget.h">Userland/DevTools/HackStudio/ToDoEntriesWidget.h</a>
6,699,0.86%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/DevTools/HackStudio/Editor.cpp">Userland/DevTools/HackStudio/Editor.cpp</a>
1,208,0.48%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/DevTools/Profiler/DisassemblyModel.cpp">Userland/DevTools/Profiler/DisassemblyModel.cpp</a>
1,24,4.17%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/DevTools/Profiler/Gradient.cpp">Userland/DevTools/Profiler/Gradient.cpp</a>
1,201,0.50%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/DevTools/Profiler/FilesystemEventModel.cpp">Userland/DevTools/Profiler/FilesystemEventModel.cpp</a>
3,603,0.50%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/DevTools/Profiler/Profile.cpp">Userland/DevTools/Profiler/Profile.cpp</a>
5,319,1.57%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/DevTools/Profiler/main.cpp">Userland/DevTools/Profiler/main.cpp</a>
2,101,1.98%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/DevTools/Profiler/SamplesModel.cpp">Userland/DevTools/Profiler/SamplesModel.cpp</a>
3,287,1.05%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/DevTools/Profiler/Profile.h">Userland/DevTools/Profiler/Profile.h</a>
2,152,1.32%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/DevTools/Profiler/ProfileModel.cpp">Userland/DevTools/Profiler/ProfileModel.cpp</a>
1,296,0.34%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/DevTools/GMLPlayground/MainWidget.cpp">Userland/DevTools/GMLPlayground/MainWidget.cpp</a>
6,466,1.29%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/DevTools/SQLStudio/MainWidget.cpp">Userland/DevTools/SQLStudio/MainWidget.cpp</a>
1,77,1.30%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/DevTools/SQLStudio/ScriptEditor.cpp">Userland/DevTools/SQLStudio/ScriptEditor.cpp</a>
1,67,1.49%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Utilities/pkg/InstalledPortDatabase.cpp">Userland/Utilities/pkg/InstalledPortDatabase.cpp</a>
